Name,Edition,Count,Condition,Rarity,Buy List Amount,Retail Amount,#N/A,#N/A,,Trade In:,#N/A
Dragonlord Dromoka,Dragons of Tarkir,3,Near Mint,MythicRare,$2.750,$5.25,$8.250,$15.75,,,
Dragonlord Kolaghan,Dragons of Tarkir,7,Near Mint,MythicRare,$1.000,$3.50,$7.000,$24.50,,,
Dragonlord Ojutai,Dragons of Tarkir,7,Near Mint,MythicRare,$3.500,$6.75,$24.500,$47.25,,,
Dragonlord Silumgar,Dragons of Tarkir,1,Near Mint,MythicRare,$3.000,$6.00,$3.000,$6.00,,,
Dragonlord's Prerogative,Dragons of Tarkir,22,Near Mint,Rare,$.050,$0.45,$1.100,$9.90,,,
Dragonmaster Outcast,Battle for Zendikar,23,Near Mint,MythicRare,$.500,$2.25,$11.500,$51.75,,,
Dragonscale General,Fate Reforged,13,Near Mint,Rare,$.050,$0.30,$.650,$3.90,,,
Dragonshift,Dragon's Maze,39,Near Mint,Rare,$.050,$0.30,$1.950,$11.70,,,
Dragonskull Summit,Magic 2012,1,Near Mint,Rare,$.750,$2.50,$.750,$2.50,,,
Dragonskull Summit,Magic 2013,6,Near Mint,Rare,$.750,$2.50,$4.500,$15.00,,,
Drain Life,Mirage,1,Good (Lightly Played),Common,$.003,$0.15,$.003,$0.15,,,
Drain Life,Revised Edition,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Drain Power,Revised Edition,3,Good (Lightly Played),Rare,$.050,$0.65,$.150,$1.95,,,
Drake Hatchling,Mercadian Masques,3,Near Mint,Common,$.003,$0.10,$.009,$0.30,,,
Drake-Skull Cameo,Invasion,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
"Drana, Liberator of Malakir",Battle for Zendikar,19,Near Mint,Rare,$3.000,$5.75,$57.000,$109.25,,,
Drana's Chosen,Oath of the Gatewatch,29,Near Mint,MythicRare,$.250,$0.30,$7.250,$8.70,,,
Dread Defiler,Oath of the Gatewatch,32,Near Mint,Rare,$.050,$0.30,$1.600,$9.60,,,
Dread of Night,Classic Sixth Edition,1,Near Mint,Uncommon,$.003,$0.50,$.003,$0.50,,,
Dread Slaver,Avacyn Restored,27,Near Mint,Rare,$.050,$0.30,$1.350,$8.10,,,
Dreadbore,Return to Ravnica,40,Near Mint,Rare,$.750,$3.25,$30.000,$130.00,,,
Dream Cache,Classic Sixth Edition,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Dream Coat,Legends,2,Near Mint,Uncommon,$.003,$0.25,$.006,$0.50,,,
Dream Fighter,Mirage,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Dream Prowler,Stronghold,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Dream Thrush,Invasion,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Dreams of the Dead,Ice Age,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Dredge,Invasion,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Drifting Meadow,Urza's Saga,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Drogskol Cavalry,Shadows over Innistrad,19,Near Mint,Rare,$.050,$0.30,$.950,$5.70,,,
Drogskol Reaver,Dark Ascension,2,Near Mint,MythicRare,$.500,$2.00,$1.000,$4.00,,,
"Dromar, the Banisher",Invasion,1,Near Mint,Uncommon,$.500,$3.50,$.500,$3.50,,,
Dromar's Cavern,Planeshift,3,Near Mint,Uncommon,$.003,$0.50,$.009,$1.50,,,
Dromar's Charm,Planeshift,4,Near Mint,Rare,$.050,$0.25,$.200,$1.00,,,
"Dromoka, the Eternal",Fate Reforged,32,Near Mint,Rare,$.050,$0.30,$1.600,$9.60,,,
Dromoka's Command,Dragons of Tarkir,18,Near Mint,Rare,$1.000,$3.75,$18.000,$67.50,,,
Dromosaur,Urza's Saga,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Drowned,The Dark,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Drowned Catacomb,Magic 2013,1,Near Mint,Rare,$.750,$3.00,$.750,$3.00,,,
Drowned Catacomb,Magic 2012,7,Near Mint,Rare,$.750,$3.00,$5.250,$21.00,,,
Drowner of Hope,Battle for Zendikar,42,Near Mint,Rare,$.050,$0.45,$2.100,$18.90,,,
Drownyard Temple,Shadows over Innistrad,22,Near Mint,Rare,$.050,$0.90,$1.100,$19.80,,,
Drudge Skeletons,Classic Sixth Edition,1,Good (Lightly Played),Common,$.003,$0.10,$.003,$0.10,,,
Drudge Skeletons,Revised Edition,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Drudge Skeletons,Revised Edition,3,Near Mint,Common,$.003,$0.10,$.009,$0.30,,,
Druidic Satchel,Magic 2012,9,Near Mint,Rare,$.050,$0.30,$.450,$2.70,,,
Druids' Repository,Avacyn Restored,33,Near Mint,Rare,$.050,$0.30,$1.650,$9.90,,,
Dual Casting,Avacyn Restored,43,Near Mint,Rare,$.050,$0.45,$2.150,$19.35,,,
Dual Nature,Prophecy,3,Near Mint,Rare,$.050,$0.55,$.150,$1.65,,,
Duct Crawler,Stronghold,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Duneblast,Khans of Tarkir,54,Near Mint,Rare,$.050,$0.30,$2.700,$16.20,,,
Dungeon Geists,Dark Ascension,30,Near Mint,Rare,$.050,$0.30,$1.500,$9.00,,,
Dungeon Shade,Stronghold,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Dungrove Elder,Magic 2012,2,Near Mint,Rare,$2.500,$5.00,$5.000,$10.00,,,
Duress,Urza's Saga,1,Near Mint,Common,$.003,$0.50,$.003,$0.50,,,
Duskmantle Seer,Gatecrash,27,Near Mint,MythicRare,$.250,$0.99,$6.750,$26.73,,,
Duskrider Falcon,Weatherlight,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Duskwalker,Invasion,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Dust Stalker,Battle for Zendikar,66,Near Mint,Rare,$.050,$0.30,$3.300,$19.80,,,
Dust to Dust,The Dark,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Dust to Dust,The Dark,6,Good (Lightly Played),Common,$.003,$0.15,$.018,$0.90,,,
Dwarven Armorer,Fallen Empires,2,Near Mint,Rare,$.050,$0.30,$.100,$0.60,,,
Dwarven Berserker,Weatherlight,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Dwarven Catapult,Fallen Empires,3,Near Mint,Uncommon,$.003,$0.15,$.009,$0.45,,,
Dwarven Demolition Team,Unlimited Edition,1,Near Mint,Uncommon,$.003,$0.85,$.003,$0.85,,,
Dwarven Hold,Fallen Empires,2,Near Mint,Rare,$.050,$0.65,$.100,$1.30,,,
Dwarven Landslide,Apocalypse,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Dwarven Lieutenant,Fallen Empires,4,Near Mint,Uncommon,$.003,$0.15,$.012,$0.60,,,
Dwarven Patrol,Apocalypse,8,Near Mint,Uncommon,$.003,$0.15,$.024,$1.20,,,
Dwarven Ruins,Fallen Empires,4,Near Mint,Uncommon,$.003,$0.25,$.012,$1.00,,,
Dwarven Soldier,Fallen Empires,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Dwarven Soldier,Fallen Empires,5,Near Mint,Common,$.003,$0.15,$.015,$0.75,,,
Dwarven Soldier,Fallen Empires,9,Near Mint,Common,$.003,$0.15,$.027,$1.35,,,
Dwarven Song,Legends,1,Good (Lightly Played),Uncommon,$.003,$0.50,$.003,$0.50,,,
Dwarven Vigilantes,Visions,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Dwarven Warriors,Revised Edition,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
"Dwynen, Gilt-Leaf Daen",Magic Origins,21,Near Mint,Rare,$.050,$0.90,$1.050,$18.90,,,
Earth Elemental,Revised Edition,4,Near Mint,Uncommon,$.003,$0.15,$.012,$0.60,,,
Earthbind,Revised Edition,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Eater of Hope,Born of the Gods,12,Near Mint,Rare,$.050,$0.30,$.600,$3.60,,,
Eater of the Dead,The Dark,1,Near Mint,Uncommon,$1.250,$4.50,$1.250,$4.50,,,
Eater of the Dead,The Dark,1,Near Mint,Uncommon,$1.250,$4.50,$1.250,$4.50,,,
Ebon Praetor,Fallen Empires,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Ebon Praetor,Fallen Empires,2,Played,Rare,$.050,$0.30,$.100,$0.60,,,
Ebon Stronghold,Fallen Empires,3,Near Mint,Uncommon,$.003,$0.25,$.009,$0.75,,,
Ebony Charm,Mirage,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Ebony Horse,Revised Edition,3,Good (Lightly Played),Rare,$.050,$0.30,$.150,$0.90,,,
Ebony Treefolk,Apocalypse,7,Near Mint,Uncommon,$.003,$0.15,$.021,$1.05,,,
Eerie Interlude,Shadows over Innistrad,11,Near Mint,Rare,$.050,$0.65,$.550,$7.15,,,
Eidolon of Blossoms,Journey into Nyx,11,Near Mint,Rare,$.050,$0.45,$.550,$4.95,,,
Eidolon of Countless Battles,Born of the Gods,19,Near Mint,Rare,$.050,$0.65,$.950,$12.35,,,
Eidolon of the Great Revel,Journey into Nyx,7,Near Mint,Rare,$4.500,$8.75,$31.500,$61.25,,,
Ekundu Griffin,Classic Sixth Edition,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Ekundu Griffin,Mirage,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
El-Hajjâj,Revised Edition,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
"Eladamri, Lord of Leaves",Tempest,1,Near Mint,Rare,$5.500,$11.00,$5.500,$11.00,,,
Eladamri's Call,Planeshift,1,Near Mint,Rare,$4.000,$8.00,$4.000,$8.00,,,
Elder of Laurels,Innistrad,43,Near Mint,Rare,$.050,$0.30,$2.150,$12.90,,,
Elder Spawn,Legends,1,Good (Lightly Played),Rare,$.100,$1.62,$.100,$1.62,,,
Elderscale Wurm,Magic 2013,8,Near Mint,MythicRare,$.500,$2.25,$4.000,$18.00,,,
Eldrazi Displacer,Oath of the Gatewatch,3,Near Mint,Rare,$1.250,$4.50,$3.750,$13.50,,,
Eldrazi Mimic,Oath of the Gatewatch,25,Near Mint,Rare,$.050,$0.75,$1.250,$18.75,,,
Eldrazi Obligator,Oath of the Gatewatch,35,Near Mint,Rare,$.050,$0.55,$1.750,$19.25,,,
Electric Eel,The Dark,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Elemental Augury,Ice Age,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
"Elesh Norn, Grand Cenobite",Modern Masters 2015 Edition,1,Near Mint,MythicRare,$9.000,$17.75,$9.000,$17.75,,,
"Elesh Norn, Grand Cenobite",New Phyrexia,2,Near Mint,MythicRare,$9.000,$18.00,$18.000,$36.00,,,
Elfhame Palace,Invasion,3,Near Mint,Uncommon,$.003,$0.25,$.009,$0.75,,,
Elfhame Sanctuary,Invasion,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Elite Arcanist,Magic 2014 Core Set,19,Near Mint,Rare,$.050,$0.45,$.950,$8.55,,,
Elite Inquisitor,Innistrad,34,Near Mint,Rare,$.050,$0.30,$1.700,$10.20,,,
Elite Javelineer,Tempest,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Elspeth Tirel,Scars of Mirrodin,3,Near Mint,MythicRare,$5.250,$10.25,$15.750,$30.75,,,
"Elspeth, Knight-Errant",Shards of Alara,1,Near Mint,MythicRare,$.250,$14.00,$.250,$14.00,,,
"Elspeth, Knight-Errant",Modern Event Deck 2014,2,Near Mint,MythicRare,$7.000,$0.00,$14.000,$0.00,,,
Elusive Tormentor,Shadows over Innistrad,12,Near Mint,Rare,$.050,$0.30,$.600,$3.60,,,
Elven Fortress,Fallen Empires,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Elven Fortress,Fallen Empires,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Elven Fortress,Fallen Empires,6,Near Mint,Common,$.003,$0.15,$.018,$0.90,,,
Elven Fortress,Fallen Empires,8,Near Mint,Common,$.003,$0.15,$.024,$1.20,,,
Elven Lyre,Fallen Empires,4,Near Mint,Rare,$.050,$0.30,$.200,$1.20,,,
Elven Palisade,Exodus,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Elves of Deep Shadow,The Dark,1,Good (Lightly Played),Uncommon,$.100,$1.16,$.100,$1.16,,,
Elvish Archdruid,Magic 2012,1,Near Mint,Rare,$.500,$2.25,$.500,$2.25,,,
Elvish Archdruid,Magic 2013,7,Near Mint,Rare,$.750,$2.50,$5.250,$17.50,,,
Elvish Berserker,Exodus,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Elvish Champion,Invasion,1,Near Mint,Rare,$1.250,$4.50,$1.250,$4.50,,,
Elvish Farmer,Fallen Empires,4,Near Mint,Rare,$.050,$0.90,$.200,$3.60,,,
Elvish Healer,Ice Age,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Elvish Herder,Urza's Saga,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Elvish Hunter,Fallen Empires,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Elvish Hunter,Fallen Empires,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Elvish Hunter,Fallen Empires,6,Near Mint,Common,$.003,$0.15,$.018,$0.90,,,
Elvish Lyrist,Urza's Saga,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Elvish Scout,Fallen Empires,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Elvish Scout,Fallen Empires,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Elvish Scout,Fallen Empires,6,Near Mint,Common,$.003,$0.15,$.018,$0.90,,,
Embargo,Mercadian Masques,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Ember Swallower,Theros,43,Near Mint,Rare,$.050,$0.15,$2.150,$6.45,,,
Embermaw Hellion,Magic Origins,34,Near Mint,Rare,$.050,$0.30,$1.700,$10.20,,,
Emblazoned Golem,Apocalypse,7,Near Mint,Uncommon,$.003,$0.15,$.021,$1.05,,,
Emerald Charm,Visions,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Emerald Dragonfly,Legends,1,Good (Lightly Played),Common,$.003,$0.15,$.003,$0.15,,,
Emerald Dragonfly,Legends,3,Played,Common,$.003,$0.15,$.009,$0.45,,,
Emeria Shepherd,Battle for Zendikar,31,Near Mint,Rare,$.050,$0.30,$1.550,$9.30,,,
Emmara Tandris,Dragon's Maze,45,Near Mint,Rare,$.050,$0.45,$2.250,$20.25,,,
Empress Galina,Invasion,2,Near Mint,Rare,$1.000,$3.75,$2.000,$7.50,,,
Empty the Pits,Khans of Tarkir,27,Near Mint,MythicRare,$.250,$0.99,$6.750,$26.73,,,
"Emrakul, the Aeons Torn",Modern Masters 2015 Edition,2,Near Mint,MythicRare,$20.250,$33.75,$40.500,$67.50,,,
End Hostilities,Khans of Tarkir,72,Near Mint,Rare,$.050,$0.45,$3.600,$32.40,,,
Endangered Armodon,Stronghold,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Endbringer,Oath of the Gatewatch,32,Near Mint,Rare,$.050,$0.45,$1.600,$14.40,,,
Endless One,Battle for Zendikar,43,Near Mint,Rare,$.100,$1.00,$4.300,$43.00,,,
Endless Ranks of the Dead,Innistrad,1,Near Mint,Rare,$1.250,$4.75,$1.250,$4.75,,,
Endoskeleton,Urza's Saga,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Energy Flux,Mercadian Masques,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Energy Flux,Revised Edition,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Energy Tap,Legends,2,Good (Lightly Played),Common,$.003,$0.15,$.006,$0.30,,,
Enervate,Ice Age,6,Near Mint,Common,$.003,$0.10,$.018,$0.60,,,
Enfeeblement,Mirage,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Engineered Plague,Urza's Legacy,2,Near Mint,Uncommon,$.003,$0.50,$.006,$1.00,,,
Engulf the Shore,Shadows over Innistrad,10,Near Mint,Rare,$.100,$1.25,$1.000,$12.50,,,
Enlightened Tutor,Classic Sixth Edition,1,Near Mint,Uncommon,$6.500,$12.75,$6.500,$12.75,,,
Enlightened Tutor,Mirage,4,Near Mint,Uncommon,$6.000,$12.00,$24.000,$48.00,,,
Enlistment Officer,Apocalypse,7,Near Mint,Uncommon,$.003,$0.15,$.021,$1.05,,,
Enslaved Horror,Mercadian Masques,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Ensnare,Nemesis,4,Near Mint,Uncommon,$.003,$0.15,$.012,$0.60,,,
Ensnaring Bridge,Stronghold,1,Near Mint,Rare,$24.500,$41.00,$24.500,$41.00,,,
Entangler,Prophecy,2,Near Mint,Uncommon,$.003,$0.35,$.006,$0.70,,,
Enter the Infinite,Gatecrash,26,Near Mint,MythicRare,$.250,$1.25,$6.500,$32.50,,,
Entomb,Eternal Masters,1,Near Mint,Rare,$7.750,$15.25,$7.750,$15.25,,,
Entropic Specter,Exodus,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
"Ephara, God of the Polis",Born of the Gods,26,Near Mint,MythicRare,$.250,$1.75,$6.500,$45.50,,,
Epic Experiment,Return to Ravnica,16,Near Mint,MythicRare,$.250,$0.99,$4.000,$15.84,,,
Epiphany at the Drownyard,Shadows over Innistrad,27,Near Mint,Rare,$.050,$0.45,$1.350,$12.15,,,
Equinox,Legends,1,Good (Lightly Played),Common,$.003,$0.25,$.003,$0.25,,,
Equipoise,Visions,1,Near Mint,Rare,$.050,$0.65,$.050,$0.65,,,
Erase,Urza's Legacy,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
"Erebos, God of the Dead",Theros,20,Near Mint,MythicRare,$3.500,$7.00,$70.000,$140.00,,,
Erebos's Titan,Magic Origins,16,Near Mint,MythicRare,$.250,$1.00,$4.000,$16.00,,,
Erg Raiders,Revised Edition,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Erosion,The Dark,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Errant Minion,Ice Age,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Errantry,Ice Age,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Erratic Portal,Exodus,1,Near Mint,Rare,$.100,$1.50,$.100,$1.50,,,
Ertai's Trickery,Planeshift,3,Near Mint,Uncommon,$.003,$0.15,$.009,$0.45,,,
Escape Routes,Planeshift,6,Near Mint,Common,$.003,$0.15,$.018,$0.90,,,
Essence Filter,Ice Age,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Essence Flare,Ice Age,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Essence Leak,Invasion,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Essence of the Wild,Innistrad,33,Near Mint,MythicRare,$.250,$0.99,$8.250,$32.67,,,
Etched Champion,Scars of Mirrodin,3,Near Mint,Rare,$1.000,$3.50,$3.000,$10.50,,,
Etched Monstrosity,New Phyrexia,1,Near Mint,MythicRare,$.250,$0.99,$.250,$0.99,,,
Eternal Flame,The Dark,4,Good (Lightly Played),Rare,$.050,$0.45,$.200,$1.80,,,
Eternal Warrior,Legends,2,Good (Lightly Played),Uncommon,$.003,$0.25,$.006,$0.50,,,
Evasive Action,Apocalypse,7,Near Mint,Uncommon,$.003,$0.15,$.021,$1.05,,,
Ever After,Shadows over Innistrad,12,Near Mint,Rare,$.050,$0.75,$.600,$9.00,,,
Everglades,Visions,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Evil Presence,Revised Edition,1,Good (Lightly Played),Uncommon,$.003,$0.15,$.003,$0.15,,,
Evil Presence,Revised Edition,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Evil Twin,Innistrad,31,Near Mint,Rare,$.050,$0.55,$1.550,$17.05,,,
Evincar's Justice,Tempest,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Evolutionary Leap,Magic Origins,46,Near Mint,Rare,$.100,$1.00,$4.600,$46.00,,,
Exalted Dragon,Exodus,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
"Exava, Rakdos Blood Witch",Dragon's Maze,32,Near Mint,Rare,$.050,$0.30,$1.600,$9.60,,,
Excavation,Prophecy,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Excise,Prophecy,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Exclude,Invasion,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Exert Influence,Battle for Zendikar,51,Near Mint,Rare,$.050,$0.30,$2.550,$15.30,,,
Exhume,Urza's Saga,2,Near Mint,Common,$.050,$1.00,$.100,$2.00,,,
Exorcist,The Dark,1,Good (Lightly Played),Rare,$.100,$1.16,$.100,$1.16,,,
Exotic Curse,Invasion,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Exotic Disease,Planeshift,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Expendable Troops,Urza's Legacy,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Explosive Growth,Invasion,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Expunge,Urza's Saga,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Exquisite Blood,Avacyn Restored,1,Near Mint,Rare,$5.500,$10.75,$5.500,$10.75,,,
Exquisite Firecraft,Magic Origins,20,Near Mint,Rare,$.500,$2.25,$10.000,$45.00,,,
Extinguish All Hope,Journey into Nyx,5,Near Mint,Rare,$.050,$0.30,$.250,$1.50,,,
Extortion,Mercadian Masques,2,Near Mint,Rare,$.050,$0.30,$.100,$0.60,,,
Extraplanar Lens,Mirrodin,1,Near Mint,Rare,$5.750,$11.69,$5.750,$11.69,,,
Extraplanar Lens,Mirrodin,4,Played,Rare,$7.000,$13.75,$28.000,$55.00,,,
Eye of Ugin,Worldwake,2,Near Mint,Rare,$6.000,$11.75,$12.000,$23.50,,,
Eye of Ugin,Modern Masters 2015 Edition,6,Near Mint,MythicRare,$5.250,$10.50,$31.500,$63.00,,,
Ezuri's Brigade,Scars of Mirrodin,5,Near Mint,Rare,$.050,$0.30,$.250,$1.50,,,
Fabled Hero,Theros,30,Near Mint,Rare,$.050,$0.45,$1.500,$13.50,,,
Fact or Fiction,Invasion,1,Near Mint,Uncommon,$.100,$1.00,$.100,$1.00,,,
Fade Away,Exodus,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Faerie Conclave,Urza's Legacy,2,Near Mint,Uncommon,$.250,$1.50,$.500,$3.00,,,
Faerie Squadron,Invasion,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Faith Healer,Urza's Saga,1,Near Mint,Rare,$.050,$0.45,$.050,$0.45,,,
Faith's Reward,Magic 2013,20,Near Mint,Rare,$.050,$0.90,$1.000,$18.00,,,
Falkenrath Aristocrat,Dark Ascension,13,Near Mint,MythicRare,$.750,$3.00,$9.750,$39.00,,,
Falkenrath Gorger,Shadows over Innistrad,9,Near Mint,Rare,$.100,$1.25,$.900,$11.25,,,
Falkenrath Marauders,Innistrad,42,Near Mint,Rare,$.050,$0.30,$2.100,$12.60,,,
Fall of the Titans,Oath of the Gatewatch,18,Near Mint,Rare,$.050,$0.65,$.900,$11.70,,,
Fallen Angel,Classic Sixth Edition,1,Near Mint,Rare,$.050,$0.45,$.050,$0.45,,,
Fallen Askari,Visions,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Falling Timber,Planeshift,7,Near Mint,Common,$.003,$0.10,$.021,$0.70,,,
Fallow Earth,Mirage,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
False Demise,Mercadian Masques,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
False Orders,Unlimited Edition,1,Good (Lightly Played),Common,$.003,$0.25,$.003,$0.25,,,
False Orders,Unlimited Edition,1,Played,Common,$.003,$0.25,$.003,$0.25,,,
False Orders,Unlimited Edition,3,Near Mint,Common,$.003,$0.25,$.009,$0.75,,,
Falter,Urza's Saga,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Fanatical Devotion,Nemesis,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Farrel's Mantle,Fallen Empires,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Farrel's Zealot,Fallen Empires,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Farrel's Zealot,Fallen Empires,5,Near Mint,Common,$.003,$0.15,$.015,$0.75,,,
Farrel's Zealot,Fallen Empires,5,Near Mint,Common,$.003,$0.15,$.015,$0.75,,,
Farrelite Priest,Fallen Empires,6,Near Mint,Uncommon,$.003,$0.15,$.018,$0.90,,,
Fastbond,Revised Edition,2,Near Mint,Rare,$1.000,$4.25,$2.000,$8.50,,,
Fastbond,Unlimited Edition,1,Near Mint,Rare,$13.000,$21.75,$13.000,$21.75,,,
Fasting,The Dark,3,Near Mint,Uncommon,$.003,$0.15,$.009,$0.45,,,
Fatal Blow,Weatherlight,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Fatal Blow,Classic Sixth Edition,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Fate Unraveler,Born of the Gods,18,Near Mint,Rare,$.050,$0.30,$.900,$5.40,,,
Fated Conflagration,Born of the Gods,15,Near Mint,Rare,$.050,$0.15,$.750,$2.25,,,
Fated Infatuation,Born of the Gods,17,Near Mint,Rare,$.050,$0.30,$.850,$5.10,,,
Fated Intervention,Born of the Gods,22,Near Mint,Rare,$.050,$0.15,$1.100,$3.30,,,
Fated Retribution,Born of the Gods,34,Near Mint,Rare,$.050,$0.30,$1.700,$10.20,,,
Fated Return,Born of the Gods,17,Near Mint,Rare,$.050,$0.30,$.850,$5.10,,,
Fathom Feeder,Battle for Zendikar,57,Near Mint,Rare,$.050,$0.45,$2.850,$25.65,,,
Fathom Mage,Gatecrash,44,Near Mint,Rare,$.050,$0.45,$2.200,$19.80,,,
Fault Line,Urza's Saga,1,Near Mint,Rare,$.050,$0.90,$.050,$0.90,,,
Fault Riders,Prophecy,3,Near Mint,Common,$.003,$0.10,$.009,$0.30,,,
Fauna Shaman,Magic 2011,6,Near Mint,Rare,$5.750,$11.25,$34.500,$67.50,,,
Favorable Destiny,Mirage,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Fear,Ice Age,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Fear,Revised Edition,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Feed the Pack,Dark Ascension,35,Near Mint,Rare,$.050,$0.30,$1.750,$10.50,,,
Feedback,Revised Edition,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Feedback,Unlimited Edition,2,Near Mint,Uncommon,$.003,$0.35,$.006,$0.70,,,
Feldon's Cane,Antiquities,1,Heavily Played,Uncommon,$.250,$1.85,$.250,$1.85,,,
Felhide Spiritbinder,Born of the Gods,15,Near Mint,Rare,$.050,$0.30,$.750,$4.50,,,
Felidar Sovereign,Battle for Zendikar,43,Near Mint,Rare,$.050,$0.55,$2.150,$23.65,,,
Fellwar Stone,The Dark,3,Good (Lightly Played),Uncommon,$1.000,$4.39,$3.000,$13.18,,,
