Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Rarity,Price
3,0,Fault Riders,Prophecy,88,Near Mint,English,,,,,,,,,Common,$0.14
6,6,Fauna Shaman,Magic 2011,172,Near Mint,English,,,,,,,,1150,Rare,$11.68
1,0,Favorable Destiny,Mirage,220,Near Mint,English,,,,,,,,,Uncommon,$0.21
5,0,Fear,Revised Edition,19,Near Mint,English,,,,,,,,,Common,$0.13
1,0,Fear,Ice Age,12,Near Mint,English,,,,,,,,,Common,$0.14
35,8,Feed the Pack,Dark Ascension,114,Near Mint,English,,,,,,,,50,Rare,$0.35
2,0,Feedback,Unlimited Edition,58,Near Mint,English,,,,,,,,,Uncommon,$0.52
1,0,Feedback,Revised Edition,58,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Feldon's Cane,Antiquities,15,Heavily Played,English,,,,,,,,,Uncommon,$2.53
15,8,Felhide Spiritbinder,Born of the Gods,96,Near Mint,English,,,,,,,,25,Rare,$0.25
43,8,Felidar Sovereign,Battle for Zendikar,26,Near Mint,English,,,,,,,,50,Rare,$0.56
3,0,Fellwar Stone,The Dark,99,Good (Lightly Played),English,,,,,,,,,Uncommon,$4.87
1,0,Femeref Healer,Mirage,221,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Femeref Knight,Mirage,222,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Fen Stalker,Prophecy,64,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Feral Instinct,Visions,57,Near Mint,English,,,,,,,,,Common,$0.15
4,0,Feral Thallid,Fallen Empires,78,Near Mint,English,,,,,,,,,Uncommon,$0.21
4,0,Ferocity,Mercadian Masques,245,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Fertile Ground,Urza's Saga,252,Near Mint,English,,,,,,,,,Common,$0.18
4,0,Fertile Ground,Invasion,188,Near Mint,English,,,,,,,,,Common,$0.18
37,8,Fervor,Magic 2013,129,Near Mint,English,,,,,,,,50,Rare,$0.47
1,0,Festering Evil,Weatherlight,10,Near Mint,English,,,,,,,,,Uncommon,$0.21
2,0,Festival,The Dark,81,Good (Lightly Played),English,,,,,,,,,Common,$0.15
5,0,Festival,The Dark,81,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Fetid Horror,Mirage,21,Near Mint,English,,,,,,,,,Common,$0.14
20,8,Fevered Visions,Shadows over Innistrad,244,Near Mint,English,,,,,,,,75,Rare,$1.02
2,0,Fickle Efreet,Prophecy,89,Near Mint,English,,,,,,,,,Rare,$0.33
1,0,Field of Dreams,Legends,55,Good (Lightly Played),English,,,,,,,,,Rare,$34.09
34,8,Fiend of the Shadows,Dark Ascension,62,Near Mint,English,,,,,,,,25,Rare,$0.27
5,5,Fiendslayer Paladin,Magic 2014 Core Set,18,Near Mint,English,,,,,,,,225,Rare,$2.21
1,0,Fiery Justice,Ice Age,366,Near Mint,English,,,,,,,,,Rare,$0.32
1,0,Fiery Mantle,Urza's Saga,186,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Fight or Flight,Invasion,16,Near Mint,English,,,,,,,,,Rare,$0.32
1,0,Final Fortune,Mirage,173,Near Mint,English,,,,,,,,,Rare,$1.03
7,0,Fire // Ice,Apocalypse,128,Near Mint,English,,,,,,,,,Uncommon,$0.47
4,0,Fire and Brimstone,The Dark,82,Near Mint,English,,,,,,,,,Uncommon,$0.19
1,0,Fire Diamond,Classic Sixth Edition,284,Near Mint,English,,,,,,,,,Uncommon,$0.28
2,0,Fire Drake,The Dark,61,Near Mint,English,,,,,,,,,Uncommon,$0.20
3,0,Fire Elemental,Revised Edition,148,Near Mint,English,,,,,,,,,Uncommon,$0.18
4,0,Fire Whip,Weatherlight,100,Near Mint,English,,,,,,,,,Common,$0.18
1,0,Fireball,Revised Edition,149,Good (Lightly Played),English,,,,,,,,,Common,$0.15
8,0,Fireball,Revised Edition,149,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Fireblast,Visions,79,Near Mint,English,,,,,,,,,Common,$0.97
1,0,Firebrand Ranger,Invasion,143,Near Mint,English,,,,,,,,,Uncommon,$0.18
10,0,Firebreathing,Revised Edition,150,Near Mint,English,,,,,,,,,Common,$0.13
1,0,Firebreathing,Mirage,174,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Firebreathing,Classic Sixth Edition,177,Near Mint,English,,,,,,,,,Common,$0.14
23,8,Firedrinker Satyr,Theros,122,Near Mint,English,,,,,,,,50,Rare,$0.38
34,8,Firemane Avenger,Gatecrash,163,Near Mint,English,,,,,,,,50,Rare,$0.44
72,8,Firemind's Foresight,Return to Ravnica,162,Near Mint,English,,,,,,,,25,Rare,$0.28
5,0,Fires of Yavimaya,Invasion,246,Near Mint,English,,,,,,,,,Uncommon,$0.31
4,0,Firescreamer,Invasion,106,Near Mint,English,,,,,,,,,Common,$0.14
1,1,Firestorm,Weatherlight,101,Near Mint,English,,,,,,,,1150,Rare,$11.58
20,8,Firewing Phoenix,Magic 2013,131,Near Mint,English,,,,,,,,25,Rare,$0.31
8,0,Fissure,The Dark,62,Near Mint,English,,,,,,,,,Common,$0.16
2,0,Fissure,The Dark,62,Good (Lightly Played),English,,,,,,,,,Common,$0.16
2,0,Fit of Rage,Weatherlight,102,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Fit of Rage,Classic Sixth Edition,178,Near Mint,English,,,,,,,,,Common,$0.14
52,8,Five-Alarm Fire,Gatecrash,91,Near Mint,English,,,,,,,,25,Rare,$0.24
2,0,Flailing Manticore,Mercadian Masques,187,Near Mint,English,,,,,,,,,Rare,$0.30
2,0,Flailing Soldier,Mercadian Masques,189,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Flame Rift,Nemesis,80,Near Mint,English,,,,,,,,,Common,$0.56
2,0,Flame Spirit,Ice Age,184,Near Mint,English,,,,,,,,,Uncommon,$0.17
1,0,Flame Spirit,Classic Sixth Edition,179,Near Mint,English,,,,,,,,,Common,$0.14
7,7,Flame-Wreathed Phoenix,Born of the Gods,97,Near Mint,English,,,,,,,,75,MythicRare,$0.77
11,8,Flameblade Angel,Shadows over Innistrad,157,Near Mint,English,,,,,,,,25,Rare,$0.30
2,2,Flameblast Dragon,Magic 2012,133,Near Mint,English,,,,,,,,50,Rare,$0.57
35,8,Flamerush Rider,Fate Reforged,99,Near Mint,English,,,,,,,,25,Rare,$0.31
16,8,Flameshadow Conjuring,Magic Origins,147,Near Mint,English,,,,,,,,25,Rare,$0.33
2,0,Flameshot,Prophecy,90,Near Mint,English,,,,,,,,,Uncommon,$0.21
3,0,Flametongue Kavu,Planeshift,60,Near Mint,English,,,,,,,,,Uncommon,$0.47
36,8,Flamewake Phoenix,Fate Reforged,100,Near Mint,English,,,,,,,,50,Rare,$0.44
4,0,Flaming Sword,Mercadian Masques,190,Near Mint,English,,,,,,,,,Common,$0.15
2,0,Flare,Ice Age,185,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Flare,Mirage,176,Near Mint,English,,,,,,,,,Common,$0.14
3,0,Flash Counter,Legends,56,Played,English,,,,,,,,,Common,$0.20
4,0,Flash Counter,Legends,56,Near Mint,English,,,,,,,,,Common,$0.20
4,0,Flash Flood,Legends,57,Near Mint,English,,,,,,,,,Common,$0.19
2,0,Flashfires,Revised Edition,151,Near Mint,English,,,,,,,,,Uncommon,$0.16
4,0,Flay,Prophecy,65,Near Mint,English,,,,,,,,,Common,$0.14
27,8,Flayer of the Hatebound,Dark Ascension,89,Near Mint,English,,,,,,,,25,Rare,$0.35
26,8,Fleecemane Lion,Theros,193,Near Mint,English,,,,,,,,100,Rare,$1.01
3,0,Fleetfoot Panther,Planeshift,108,Near Mint,English,,,,,,,,,Uncommon,$0.22
34,8,Flesh // Blood,Dragon's Maze,128,Near Mint,English,,,,,,,,0,Rare,$0.29
4,0,Flight,Unlimited Edition,59,Near Mint,English,,,,,,,,,Common,$0.26
1,0,Flight,Revised Edition,59,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Flight,Fourth Edition,72,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Fling,Stronghold,82,Near Mint,English,,,,,,,,,Common,$0.22
6,0,Flint Golem,Nemesis,130,Near Mint,English,,,,,,,,,Uncommon,$0.21
3,0,Flood,The Dark,26,Good (Lightly Played),English,,,,,,,,,Uncommon,$0.31
2,0,Flood,The Dark,26,Near Mint,English,,,,,,,,,Uncommon,$0.31
1,0,Flooded Shoreline,Visions,32,Near Mint,English,,,,,,,,,Rare,$0.44
3,3,Flooded Strand,Khans of Tarkir,233,Near Mint,English,,,,,,,,1650,Rare,$17.07
2,0,Flowering Field,Prophecy,9,Near Mint,English,,,,,,,,,Uncommon,$0.22
2,0,Flowstone Armor,Nemesis,131,Near Mint,English,,,,,,,,,Uncommon,$0.21
7,0,Flowstone Charger,Apocalypse,99,Near Mint,English,,,,,,,,,Uncommon,$0.17
6,0,Flowstone Crusher,Nemesis,81,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Flowstone Flood,Exodus,83,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Flowstone Giant,Tempest,174,Near Mint,English,,,,,,,,,Common,$0.13
1,0,Flowstone Hellion,Stronghold,84,Near Mint,English,,,,,,,,,Uncommon,$0.18
2,0,Flowstone Overseer,Nemesis,82,Near Mint,English,,,,,,,,,Rare,$0.31
1,0,Flowstone Shambler,Stronghold,86,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Flowstone Slide,Nemesis,83,Near Mint,English,,,,,,,,,Rare,$0.31
6,0,Flowstone Strike,Nemesis,84,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Flowstone Surge,Nemesis,85,Near Mint,English,,,,,,,,,Uncommon,$0.21
7,0,Flowstone Thopter,Nemesis,132,Near Mint,English,,,,,,,,,Uncommon,$0.21
11,0,Flowstone Wall,Nemesis,86,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Fluctuator,Urza's Saga,295,Near Mint,English,,,,,,,,,Rare,$2.57
2,0,Flying Carpet,Revised Edition,248,Near Mint,English,,,,,,,,,Rare,$0.30
39,8,Flying Crane Technique,Khans of Tarkir,176,Near Mint,English,,,,,,,,25,Rare,$0.27
23,8,Foe-Razer Regent,Dragons of Tarkir,187,Near Mint,English,,,,,,,,50,Rare,$0.34
5,0,Fog,Revised Edition,102,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Fog,Mirage,114,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Fog,Classic Sixth Edition,230,Near Mint,English,,,,,,,,,Common,$0.18
2,0,Fog Elemental,Weatherlight,40,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Fog Elemental,Classic Sixth Edition,69,Near Mint,English,,,,,,,,,Common,$0.16
1,0,Fog of Gnats,Urza's Legacy,53,Near Mint,English,,,,,,,,,Common,$0.17
11,0,Fog Patch,Nemesis,104,Near Mint,English,,,,,,,,,Common,$0.16
2,0,Foil,Prophecy,34,Near Mint,English,,,,,,,,,Uncommon,$0.54
1,0,Forbid,Exodus,35,Near Mint,English,,,,,,,,,Uncommon,$1.88
6,0,Forbidding Watchtower,Urza's Legacy,140,Near Mint,English,,,,,,,,,Uncommon,$0.27
1,0,Force Spike,Legends,58,Played,English,,,,,,,,,Common,$0.75
3,0,Force Spike,Legends,58,Near Mint,English,,,,,,,,,Common,$0.75
28,8,Foreboding Ruins,Shadows over Innistrad,272,Near Mint,English,,,,,,,,200,Rare,$2.66
2,2,Forest,Unhinged,140,Near Mint,English,,,,,,,,0,BasicLand,$7.28
1,0,Forest,Invasion,348,Near Mint,English,,,,,,,,,BasicLand,$0.26
1,0,Forethought Amulet,Legends,221,Heavily Played,English,,,,,,,,,Rare,$2.76
1,0,Forethought Amulet,Legends,221,Near Mint,English,,,,,,,,,Rare,$2.76
13,8,Forgestoker Dragon,Born of the Gods,98,Near Mint,English,,,,,,,,25,Rare,$0.24
11,8,Forgotten Creation,Shadows over Innistrad,63,Near Mint,English,,,,,,,,50,Rare,$0.38
2,0,Fork,Revised Edition,152,Good (Lightly Played),English,,,,,,,,,Rare,$4.58
5,0,Fork,Revised Edition,152,Near Mint,English,,,,,,,,,Rare,$4.58
2,0,Forsaken City,Planeshift,139,Near Mint,English,,,,,,,,,Rare,$0.85
2,0,Fortified Area,Fourth Edition,276,Near Mint,English,,,,,,,,,Common,$0.15
14,8,Fortified Village,Shadows over Innistrad,274,Near Mint,English,,,,,,,,200,Rare,$2.37
1,0,Fortitude,Urza's Saga,253,Near Mint,English,,,,,,,,,Common,$0.15
2,0,Foster,Mercadian Masques,247,Near Mint,English,,,,,,,,,Rare,$0.32
7,0,Foul Presence,Apocalypse,39,Near Mint,English,,,,,,,,,Uncommon,$0.18
37,8,Foul Renewal,Dragons of Tarkir,101,Near Mint,English,,,,,,,,25,Rare,$0.32
58,8,Foundry Champion,Gatecrash,165,Near Mint,English,,,,,,,,25,Rare,$0.24
1,0,Fountain of Cho,Mercadian Masques,317,Near Mint,English,,,,,,,,,Uncommon,$0.25
2,0,Fountain of Youth,The Dark,100,Near Mint,English,,,,,,,,,Uncommon,$0.29
1,0,Fountain of Youth,The Dark,100,Near Mint,English,,,,,,,,,Uncommon,$0.29
1,0,Fountain Watch,Mercadian Masques,19,Near Mint,English,,,,,,,,,Rare,$2.65
1,0,Foxfire,Ice Age,126,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Frankenstein's Monster,The Dark,7,Near Mint,English,,,,,,,,,Rare,$0.89
1,0,Frantic Search,Urza's Legacy,32,Near Mint,English,,,,,,,,,Common,$0.46
1,0,Freewind Falcon,Visions,105,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Frenetic Efreet,Mirage,324,Near Mint,English,,,,,,,,,Rare,$0.36
4,0,Frenzied Tilling,Invasion,247,Near Mint,English,,,,,,,,,Common,$0.14
11,8,Fresh Meat,New Phyrexia,109,Near Mint,English,,,,,,,,25,Rare,$0.28
4,0,Fresh Volunteers,Mercadian Masques,20,Near Mint,English,,,,,,,,,Common,$0.14
23,8,From Beyond,Battle for Zendikar,167,Near Mint,English,,,,,,,,75,Rare,$0.98
15,8,From Under the Floorboards,Shadows over Innistrad,111,Near Mint,English,,,,,,,,50,Rare,$0.42
27,8,Frontier Siege,Fate Reforged,131,Near Mint,English,,,,,,,,50,Rare,$0.44
17,8,Frontline Medic,Gatecrash,12,Near Mint,English,,,,,,,,50,Rare,$0.45
1,0,Frost Giant,Legends,146,Near Mint,English,,,,,,,,,Uncommon,$0.43
5,5,Frost Titan,Magic 2012,55,Near Mint,English,,,,,,,,100,MythicRare,$1.07
9,0,Frozen Shade,Revised Edition,20,Near Mint,English,,,,,,,,,Common,$0.13
2,0,Fugue,Exodus,62,Near Mint,English,,,,,,,,,Uncommon,$0.17
1,0,Funeral Charm,Visions,11,Near Mint,English,,,,,,,,,Common,$0.91
6,0,Fungal Bloom,Fallen Empires,79,Near Mint,English,,,,,,,,,Rare,$0.80
2,0,Fungusaur,Revised Edition,104,Near Mint,English,,,,,,,,,Rare,$0.27
4,0,Furious Assault,Mercadian Masques,191,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Furnace Brood,Exodus,84,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Furnace Spirit,Stronghold,87,Near Mint,English,,,,,,,,,Common,$0.15
1,1,Furyborn Hellkite,Magic 2012,135,Near Mint,English,,,,,,,,250,MythicRare,$2.44
1,0,Fylgja,Ice Age,250,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Fyndhorn Bow,Ice Age,293,Near Mint,English,,,,,,,,,Uncommon,$0.17
1,0,Fyndhorn Brownie,Ice Age,130,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Fyndhorn Elves,Ice Age,132,Near Mint,English,,,,,,,,,Common,$0.63
2,2,Gaddock Teeg,Lorwyn,248,Near Mint,English,,,,,,,,2200,Rare,$25.87
7,0,Gaea's Balance,Apocalypse,77,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Gaea's Blessing,Weatherlight,71,Near Mint,English,,,,,,,,,Uncommon,$0.73
4,0,Gaea's Bounty,Urza's Saga,254,Near Mint,English,,,,,,,,,Common,$0.15
2,0,Gaea's Cradle,Urza's Saga,321,Near Mint,English,,,,,,,,,Rare,$260.21
1,0,Gaea's Herald,Planeshift,80,Near Mint,English,,,,,,,,,Rare,$0.70
6,0,Gaea's Might,Planeshift,81,Near Mint,English,,,,,,,,,Common,$0.15
22,8,Gaea's Revenge,Magic Origins,177,Near Mint,English,,,,,,,,50,Rare,$0.54
4,0,Gaea's Skyfolk,Apocalypse,101,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Gaea's Touch,The Dark,40,Good (Lightly Played),English,,,,,,,,,Common,$0.54
4,0,Galina's Knight,Invasion,248,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Gallowbraid,Weatherlight,12,Near Mint,English,,,,,,,,,Rare,$0.33
31,8,Gallows at Willow Hill,Avacyn Restored,215,Near Mint,English,,,,,,,,25,Rare,$0.29
10,8,Galvanoth,Mirrodin Besieged,62,Near Mint,English,,,,,,,,25,Rare,$0.28
1,1,Gamble,Eternal Masters,132,Near Mint,English,,,,,,,,1200,Rare,$12.47
2,1,Gamble,Urza's Saga,188,Near Mint,English,,,,,,,,,Rare,$22.53
4,4,Game Trail,Shadows over Innistrad,276,Near Mint,English,,,,,,,,225,Rare,$2.45
1,0,Gang of Elk,Urza's Legacy,102,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Gangrenous Zombies,Ice Age,15,Near Mint,English,,,,,,,,,Common,$0.14
9,8,Garruk's Horde,Magic 2012,176,Near Mint,English,,,,,,,,25,Rare,$0.27
10,8,Garruk's Horde,Magic 2014 Core Set,173,Near Mint,English,,,,,,,,50,Rare,$0.32
1,1,"Garruk, Primal Hunter",Magic 2013,174,Near Mint,English,,,,,,,,650,MythicRare,$6.44
1,0,Gaseous Form,Legends,59,Near Mint,English,,,,,,,,,Common,$0.19
1,0,Gaseous Form,Fourth Edition,74,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Gaseous Form,Classic Sixth Edition,71,Near Mint,English,,,,,,,,,Common,$0.14
2,2,Gauntlet of Power,Time Spiral,255,Near Mint,English,,,,,,,,1575,Rare,$15.34
2,0,Gauntlets of Chaos,Legends,222,Near Mint,English,,,,,,,,,Rare,$2.37
1,1,Gavony Township,Innistrad,239,Near Mint,English,,,,,,,,575,Rare,$5.86
30,8,Gaze of Granite,Dragon's Maze,72,Near Mint,English,,,,,,,,25,Rare,$0.33
15,8,Geier Reach Bandit,Shadows over Innistrad,159,Near Mint,English,,,,,,,,100,Rare,$0.90
8,8,Geist of Saint Traft,Innistrad,213,Near Mint,English,,,,,,,,900,MythicRare,$8.83
37,8,Geist-Honored Monk,Innistrad,17,Near Mint,English,,,,,,,,25,Rare,$0.27
1,0,Gemstone Mine,Weatherlight,164,Near Mint,English,,,,,,,,,Uncommon,$7.55
19,8,General Tazri,Oath of the Gatewatch,19,Near Mint,English,,,,,,,,75,MythicRare,$0.77
9,8,Genesis Hydra,Magic 2015 Core Set,176,Near Mint,English,,,,,,,,100,Rare,$0.96
1,1,Genesis Wave,Scars of Mirrodin,122,Near Mint,English,,,,,,,,700,Rare,$7.17
8,0,Geothermal Crevice,Invasion,323,Near Mint,English,,,,,,,,,Common,$0.17
7,7,Geralf's Masterpiece,Shadows over Innistrad,65,Near Mint,English,,,,,,,,100,MythicRare,$0.96
7,7,Geralf's Messenger,Dark Ascension,63,Near Mint,English,,,,,,,,500,Rare,$5.02
31,8,Geralf's Mindcrusher,Dark Ascension,37,Near Mint,English,,,,,,,,25,Rare,$0.31
6,0,Gerrard's Command,Planeshift,109,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Gerrard's Irregulars,Mercadian Masques,192,Near Mint,English,,,,,,,,,Common,$0.14
7,0,Gerrard's Verdict,Apocalypse,102,Near Mint,English,,,,,,,,,Uncommon,$0.32
1,1,"Geth, Lord of the Vault",Scars of Mirrodin,64,Near Mint,English,,,,,,,,700,MythicRare,$7.33
16,8,Ghastly Conscription,Fate Reforged,70,Near Mint,English,,,,,,,,75,MythicRare,$0.65
3,0,Ghitu Encampment,Urza's Legacy,141,Near Mint,English,,,,,,,,,Uncommon,$0.25
1,0,Ghitu Fire,Invasion,144,Near Mint,English,,,,,,,,,Rare,$0.30
1,0,Ghitu Slinger,Urza's Legacy,77,Near Mint,English,,,,,,,,,Common,$0.16
1,0,Ghitu War Cry,Urza's Legacy,78,Near Mint,English,,,,,,,,,Uncommon,$0.18
5,0,Ghost Ship,The Dark,27,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Ghost Ship,The Dark,27,Good (Lightly Played),English,,,,,,,,,Common,$0.14
40,8,Ghostfire Blade,Khans of Tarkir,220,Near Mint,English,,,,,,,,75,Rare,$0.75
4,0,Ghosts of the Damned,Legends,12,Near Mint,English,,,,,,,,,Common,$0.19
1,0,Ghoul's Feast,Mercadian Masques,137,Near Mint,English,,,,,,,,,Uncommon,$0.18
8,8,Ghoultree,Dark Ascension,115,Near Mint,English,,,,,,,,100,Rare,$0.89
8,8,Giant Adephage,Gatecrash,121,Near Mint,English,,,,,,,,150,MythicRare,$1.52
3,0,Giant Caterpillar,Visions,58,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Giant Caterpillar,Mercadian Masques,249,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Giant Cockroach,Urza's Legacy,54,Near Mint,English,,,,,,,,,Common,$0.15
7,0,Giant Growth,Revised Edition,106,Near Mint,English,,,,,,,,,Common,$0.15
2,0,Giant Growth,Ice Age,134,Near Mint,English,,,,,,,,,Common,$0.17
5,0,Giant Shark,The Dark,28,Near Mint,English,,,,,,,,,Common,$0.16
1,0,Giant Slug,Legends,13,Near Mint,English,,,,,,,,,Common,$0.19
8,0,Giant Spider,Revised Edition,107,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Giant Strength,Classic Sixth Edition,181,Near Mint,English,,,,,,,,,Common,$0.15
3,0,Gibbering Hyenas,Mirage,117,Near Mint,English,,,,,,,,,Common,$0.14
1,1,Gideon's Avenger,Magic 2012,17,Near Mint,English,,,,,,,,75,Rare,$0.80
30,8,Gideon's Phalanx,Magic Origins,14,Near Mint,English,,,,,,,,25,Rare,$0.31
10,8,"Gideon, Ally of Zendikar",Battle for Zendikar,29,Near Mint,English,,,,,,,,2125,MythicRare,$20.14
35,8,Gift of Immortality,Theros,14,Near Mint,English,,,,,,,,75,Rare,$0.71
1,1,Gifts Ungiven,Modern Masters,46,Near Mint,English,,,,,,,,1800,Rare,$18.06
18,8,Gild,Born of the Gods,73,Near Mint,English,,,,,,,,25,Rare,$0.27
1,1,Gilded Drake,Urza's Saga,76,Near Mint,English,,,,,,,,2575,Rare,$24.23
1,1,Gilded Lotus,Magic 2013,206,Near Mint,English,,,,,,,,850,Rare,$8.54
26,8,Gilt-Leaf Winnower,Magic Origins,99,Near Mint,English,,,,,,,,50,Rare,$0.47
1,1,"Gisela, Blade of Goldnight",Avacyn Restored,209,Near Mint,English,,,,,,,,625,MythicRare,$6.61
1,1,Gitaxian Probe,New Phyrexia,35,Near Mint,English,,,,,,,,400,Common,$3.85
3,0,Glacial Chasm,Ice Age,331,Near Mint,English,,,,,,,,,Uncommon,$0.51
4,4,Glacial Fortress,Magic 2012,227,Near Mint,English,,,,,,,,225,Rare,$2.25
8,8,Glacial Fortress,Magic 2013,225,Near Mint,English,,,,,,,,225,Rare,$2.41
4,0,Glade Gnarr,Apocalypse,78,Near Mint,English,,,,,,,,,Common,$0.14
10,8,Gladehart Cavalry,Oath of the Gatewatch,132,Near Mint,English,,,,,,,,25,Rare,$0.24
29,8,Glaring Spotlight,Gatecrash,229,Near Mint,English,,,,,,,,50,Rare,$0.40
1,0,Glasses of Urza,Revised Edition,249,Near Mint,English,,,,,,,,,Uncommon,$0.17
1,0,Glasses of Urza,Classic Sixth Edition,287,Near Mint,English,,,,,,,,,Uncommon,$0.25
23,8,Gleam of Authority,Dragons of Tarkir,19,Near Mint,English,,,,,,,,50,Rare,$0.44
1,0,Gliding Licid,Stronghold,31,Near Mint,English,,,,,,,,,Uncommon,$0.18
4,0,Glimmering Angel,Invasion,17,Near Mint,English,,,,,,,,,Common,$0.17
2,2,Glimmervoid,Mirrodin,281,Near Mint,English,,,,,,,,3275,Rare,$32.18
1,1,Glimmervoid,Mirrodin,281,Good (Lightly Played),English,,,,,,,,3029,Rare,$32.18
1,1,"Glissa, the Traitor",Mirrodin Besieged,96,Near Mint,English,,,,,,,,300,MythicRare,$2.82
6,6,Glistening Oil,New Phyrexia,62,Near Mint,English,,,,,,,,25,Rare,$0.33
1,0,Glittering Lion,Prophecy,10,Near Mint,English,,,,,,,,,Uncommon,$0.20
2,0,Glittering Lynx,Prophecy,11,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Gloom,Revised Edition,21,Near Mint,English,,,,,,,,,Uncommon,$0.17
38,8,Gloom Surgeon,Avacyn Restored,104,Near Mint,English,,,,,,,,25,Rare,$0.32
1,0,Glowing Anemone,Mercadian Masques,81,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Glyph of Delusion,Legends,60,Near Mint,English,,,,,,,,,Common,$0.21
3,0,Glyph of Destruction,Legends,148,Good (Lightly Played),English,,,,,,,,,Common,$0.19
1,0,Glyph of Destruction,Legends,148,Near Mint,English,,,,,,,,,Common,$0.19
4,0,Glyph of Doom,Legends,14,Near Mint,English,,,,,,,,,Common,$0.19
1,0,Glyph of Life,Legends,184,Good (Lightly Played),English,,,,,,,,,Common,$0.19
3,0,Glyph of Life,Legends,184,Near Mint,English,,,,,,,,,Common,$0.19
1,0,Glyph of Reincarnation,Legends,103,Near Mint,English,,,,,,,,,Common,$0.19
1,0,Goblin Balloon Brigade,Revised Edition,153,Near Mint,English,,,,,,,,,Uncommon,$0.16
1,0,Goblin Caves,The Dark,63,Good (Lightly Played),English,,,,,,,,,Common,$0.34
4,0,Goblin Caves,The Dark,63,Near Mint,English,,,,,,,,,Common,$0.34
1,1,Goblin Chieftain,Magic 2012,138,Near Mint,English,,,,,,,,600,Rare,$5.96
5,0,Goblin Chirurgeon,Fallen Empires,110,Near Mint,English,,,,,,,,,Common,$0.24
5,0,Goblin Chirurgeon,Fallen Empires,111,Near Mint,English,,,,,,,,,Common,$0.22
6,0,Goblin Chirurgeon,Fallen Empires,112,Near Mint,English,,,,,,,,,Common,$0.24
26,8,Goblin Dark-Dwellers,Oath of the Gatewatch,110,Near Mint,English,,,,,,,,225,Rare,$2.27
1,0,Goblin Digging Team,The Dark,64,Good (Lightly Played),English,,,,,,,,,Common,$0.14
12,8,Goblin Diplomats,Magic 2014 Core Set,141,Near Mint,English,,,,,,,,25,Rare,$0.26
1,0,Goblin Elite Infantry,Mirage,177,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Goblin Elite Infantry,Classic Sixth Edition,183,Near Mint,English,,,,,,,,,Common,$0.14
3,0,Goblin Flotilla,Fallen Empires,113,Near Mint,English,,,,,,,,,Rare,$0.35
3,0,Goblin Game,Planeshift,61,Near Mint,English,,,,,,,,,Rare,$0.91
3,0,Goblin Grenade,Fallen Empires,114,Near Mint,English,,,,,,,,,Common,$0.73
3,0,Goblin Grenade,Fallen Empires,115,Near Mint,English,,,,,,,,,Common,$0.68
4,0,Goblin Grenade,Fallen Empires,116,Near Mint,English,,,,,,,,,Common,$0.73
5,0,Goblin Hero,The Dark,65,Near Mint,English,,,,,,,,,Common,$0.14
10,8,Goblin Kaboomist,Magic 2015 Core Set,144,Near Mint,English,,,,,,,,25,Rare,$0.25
